="NumÃ©ro FINESS";="SIRET";="APE";="Raison sociale";="ComplÃ©ment distribution";="Adresse";="Lieudit/BP";="Code postal";="Libelle routage";="Tel";="Fax";="Date ouvert";="Code categorie";="Lib categorie";="Code statut";="Lib statut";="Code tarif";="Lib tarif";="Code PSPH";="Lib PSPH";="FINESS juridique";="SOC:";="Discipline1";="Mode de fonctionnement1";="ClientÃ?le1";="CapacitÃ© hommes1";="CapacitÃ© femmes1";="CapacitÃ© totale1";="Discipline2";="Mode de fonctionnement2";="ClientÃ?le2";="CapacitÃ© hommes2";="CapacitÃ© femmes2";="CapacitÃ© totale2";="Discipline3";="Mode de fonctionnement3";="ClientÃ?le3";="CapacitÃ© hommes3";="CapacitÃ© femmes3";="CapacitÃ© totale3";="Discipline4";="Mode de fonctionnement4";="ClientÃ?le4";="CapacitÃ© hommes4";="CapacitÃ© femmes4";="CapacitÃ© totale4";="Discipline5";="Mode de fonctionnement5";="ClientÃ?le5";="CapacitÃ© hommes5";="CapacitÃ© femmes5";="CapacitÃ© totale5";
="150783371";="321 984 130 00286";="8810C";="ESAT LA REDONDE ADAPEI 15";;="AVENUE AUGUSTIN CHAUVET";;="15200";="MAURIAC";="04 71 67 32 21 ";="04 71 68 16 18";="01 novembre 1990";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="150782175";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="48";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="160003786";="421 058 462 00035";="8810C";="ESAT LA MERCI";;="RUE DE L ARCHE";;="16200";="COURBILLAC";="05 45 21 74 16 ";="05 45 96 50 85";="01 janvier 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160015004";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="160003836";="314 777 350 00021";="8810C";="ESAT LES ATELIERS DES VAUZELLES";;="31 RUE DES VAUZELLES";;="16100";="CHATEAUBERNARD";="05 45 36 17 40 ";="05 45 36 17 47";="02 janvier 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="160005955";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="5";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="79";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="160003844";="781 172 952 00132";="8810C";="ESAT LA TOUR D'YVIERS";;="LIEU DIT LA TOUR";="BP 20037";="16210";="YVIERS";="05 45 98 15 58 ";="05 45 98 06 08";="17 novembre 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160006193";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";
="160003877";="781 172 952 00090";="8810C";="ESAT DE SAINT-CLAUD";;="54 RUE DU FARNAUD";;="16450";="ST CLAUD";="05 45 71 33 33 ";="05 45 71 46 37";="01 octobre 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160006193";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";
="160003927";="781 172 952 00066";="8810C";="ESAT FONTGRAVE";;="22 RUE DE FONTGRAVE";;="16000";="ANGOULEME";="05 45 61 21 21 ";="05 45 61 15 33";="01 avril 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160006193";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="429";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="6";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="10";="";="";="";="";="";="";="";="";="";="";="";="";
="160003976";="421 058 462 00027";="8810C";="ESAT LES SAPINS";;="DOMAINE LES ABELS";;="16130";="LIGNIERES SONNEVILLE";="05 45 80 50 66 ";="05 45 80 55 88";="16 janvier 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160015004";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="160003984";="421 058 462 00019";="8810C";="ESAT L'ARCHE A COGNAC";;="7 RUE DE L ANISSERIE";;="16100";="CHATEAUBERNARD";="05 45 36 15 00 ";="05 45 32 19 85";="01 janvier 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160015004";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="157";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="160010310";="781 172 952 00348";="8810C";="ESAT DE LA FAYE";;="33 CHEMIN DES MEUNIERS";;="16700";="LA FAYE";="05 45 30 00 33 ";="05 45 30 00 44";="02 août 2001";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160006193";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";
="160011854";="781 172 952 00298";="8810C";="ESAT DE MAGNAC";="ZE DE MAUMONT";="ZONE DE MAUMONT";;="16600";="MAGNAC SUR TOUVRE";="05 45 68 37 37 ";="05 45 69 28 61";="15 octobre 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="160006193";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";
="170009351";="781 355 946 00091";="8810C";="ESAT DOLUS/ROYAN - P";;="31 RUE DES CHAPELLES";;="17550";="DOLUS D OLERON";="05 46 94 70 33 ";="05 46 94 44 22";="08 juin 1995";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Retard Mental Léger";="0";="0";="6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170009906";="781 355 946 00117";="8810C";="ESAT DOLUS/ROYAN - S";;="14 RUE ARAGO";;="17200";="ROYAN";="05 46 05 09 51 ";;="01 octobre 1996";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Retard Mental Léger";="0";="0";="28";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170012710";="775 564 693 00296";="8810C";="ESAT DU MAROUILLET";;="3 RUE DES MOUETTES";="LD LE MAROUILLET";="17340";="YVES";="05 46 56 30 04 ";="05 46 56 33 36";="06 octobre 1997";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="32";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170019442";="433 912 433 00037";="8810C";="ESAT MONTANDON";;="DOMAINE DE BERNESSARD";;="17260";="GEMOZAC";="05 46 95 42 00 ";="05 46 95 42 09";="24 août 2000";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170006019";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="37";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170019590";="781 343 579 00475";="8810C";="ESAT DE LOULAY";;="11 RUE D'AUNIS";;="17330";="LOULAY";="05 46 26 10 10 ";="05 46 26 22 23";="01 septembre 2003";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788632";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="48";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170020341";="781 343 579 00624";="8810C";="ESAT CLAIRES ET MER";;="8 RUE DES PECHEURS";="LIEU-DIT COUX";="17530";="ARVERT";="05 46 85 02 16 ";="05 46 76 59 74";="01 septembre 2005";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="170788632";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience visuelle grave";="0";="0";="16";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience Motrice";="0";="0";="16";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience auditive grave";="0";="0";="16";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience intellectuelle";="0";="0";="16";="Aide par le travail pour Adultes Handicapés";="Externat";="Handicap psychique";="0";="0";="16";
="170021398";="775 564 693 00346";="8810C";="ESAT SAINTES";="ZI DE L'ORMEAU DE PIED";="6 RUE DE LA COTE DE BEAUTE";;="17100";="SAINTES";="05 46 94 59 38 ";="05 46 92 59 54";="01 juillet 2007";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="50";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170023360";="305 933 004 00445";="8810C";="ESAT LES CHEMINS DE COMPOSTELLE";;="5 RUE PIERRE MARIE TOUBOULIC";;="17300";="ROCHEFORT";="05 46 82 00 16 ";="05 46 99 28 34";="10 septembre 2012";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="690002290";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="34";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170024152";="305 933 004 00445";="8810C";="ESAT CHEMINS DE COMPOSTELLE - ST JEAN";;="58 RUE ARISTIDE BRIAND";;="17400";="ST JEAN D ANGELY";="05 46 25 05 00 ";;="20 février 2014";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="690002290";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="12";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170026538";="775 564 693 00411";="8810C";="ESAT PERIGNY";="ZI DES 4 CHEVALIERS";="6 AVENUE ERIC TABARLY";;="17180";="PERIGNY";="05 46 37 07 50 ";;="11 août 1992";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="58";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170781256";="781 355 946 00018";="8810C";="ESAT FERME DE MAGNE";;="1 ROUTE DE MARENNES";;="17250";="STE GEMME";="05 46 94 70 33 ";="05 46 94 44 22";="01 octobre 1969";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="77";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170781322";="261 700 322 00025";="8810C";="ESAT LES TROIS FONTAINES";;="8 RUE TROIS FONTAINES";;="17210";="MONTLIEU LA GARDE";="05 46 04 59 10 ";="05 46 04 47 59";="01 septembre 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170000368";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="55";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170782353";="775 564 693 00064";="8810C";="ESAT BORD";;="24 RUE DE CHAMPFLEURY";="BP 4";="17430";="BORDS";="05 46 83 82 52 ";="05 46 83 87 05";="08 janvier 1973";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="30";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170782767";="433 912 433 00102";="8810C";="ESAT OEUVRE D'EMMANUELLE";;="15 CHEMIN DU MARAIS BLANC";;="17340";="CHATELAILLON PLAGE";="05 46 56 26 61 ";="05 46 56 25 19";="04 novembre 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170006019";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="58";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170782833";="781 343 579 00566";="8810C";="ESAT DE MARLONGES";;="4 RUE LE CHATELIER";;="17180";="PERIGNY";="05 46 27 64 64 ";="05 46 27 64 69";="02 juin 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788632";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="90";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170783500";="521 504 969 00135";="8810C";="ESAT FOND DES DIACONESSES DE REUILLY";;="6 RUE DES GABELOUS";;="17530";="ARVERT";="05 46 36 41 58 ";="05 46 87 20 43";="01 avril 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="780020715";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="45";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170783591";="775 564 693 00114";="8810C";="ESAT SAINT OUEN";;="1 RUE DE LA CHAPELLE";="LD LE BREUIL";="17230";="ST OUEN D AUNIS";="05 46 37 07 50 ";="05 46 37 56 11";="03 septembre 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170784052";="200 047 835 00190";="8810C";="ESAT TREUIL MOULINIER";;="RUE MOULIN DES JUSTICES";="BP 519 - PUILBOREAU";="17022";="LA ROCHELLE CEDEX 1";="05 46 45 61 61 ";="05 46 45 61 65";="11 décembre 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="14";="Etablissement Public Intercommunal d'Hospitalisation";="34";="ARS / DG dotation globale";;;="170024194";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="94";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170784151";="781 355 946 00042";="8810C";="ESAT FERME MAGNE - LE GUA";;="FERME DE LA BEAUSSE";;="17600";="LE GUA";="05 46 94 70 33 ";="05 46 94 44 22";="01 octobre 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="51";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170784953";="781 343 579 00251";="8810C";="ESAT LA VIGERIE";;="ROUTE DE ST JEAN D ANGELY";="BP 4";="17350";="ST SAVINIEN";="05 46 90 20 26 ";="05 46 90 14 61";="01 juillet 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788632";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Troubles du spectre de l'autisme";="0";="0";="9";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="92";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170795314";="775 564 693 00387";="8810C";="ESAT ROCHEFORT";;="63 RUE CHARLES MAHER";;="17300";="ROCHEFORT";="05 46 83 82 52 ";="05 46 83 87 85";="18 octobre 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788640";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="30";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170804181";="781 343 579 00483";="8810C";="ESAT DE JONZAC";="ZI NORD";="46 ROUTE DE SAINT GENIS";;="17500";="ST GERMAIN DE LUSIGNAN";="05 46 86 15 75 ";="05 46 86 07 74";="02 septembre 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170788632";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="15";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="5";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="50";="";="";="";="";="";="";="";="";="";="";="";="";
="170805626";="781 355 946 00109";="8810C";="ESAT ATELIERS DU LITTORAL - P";="ZI DU PONT NEUF";="15 RUE TOUBOULIC";;="17300";="ROCHEFORT";="05 46 94 70 33 ";="05 46 94 44 22";="01 janvier 1994";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Retard Mental Léger";="0";="0";="20";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="170805634";="781 355 946 00174";="8810C";="ESAT ATELIERS DU LITTORAL - S";;="26 RUE RAMEAU";;="17000";="LA ROCHELLE";="05 46 94 70 33 ";="05 46 94 44 22";="01 décembre 1993";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="170791206";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Retard Mental Léger";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180000580";="775 022 163 00825";="0150Z";="ESAT LE BERGERAT";;="";="CHAMPMOUILLE";="18360";="VESDUN";="02 48 63 10 17 ";="02 48 63 00 77";="01 septembre 1972";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180004954";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180003519";="775 022 163 00122";="8810C";="ESAT ENTRE CHER ET LOIRE";="ZI DE L'AUJONNIERE";="9 RUE MARCEL PAUL";;="18100";="VIERZON";="02 48 71 07 38 ";="02 48 71 03 55";="01 septembre 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180004954";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="115";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180003568";="775 565 864 00078";="8810C";="ESAT DE BOURGES (GEDHIF)";="ASNIERES LES BOURGES";="ALLEE DES BOUVREUILS";="BP 1019";="18025";="BOURGES CEDEX";="02 48 23 06 66 ";="02 48 65 96 65";="01 avril 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180000473";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="169";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180003600";="331 603 365 00015";="8810C";="ESAT VERNET INDUSTRIEL";;="RUE SARRAULT";;="18200";="ST AMAND MONTROND";="02 48 82 10 40 ";="02 48 96 77 49";="08 octobre 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180005787";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="75";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180004459";="331 603 365 00163";="8810C";="ESAT VERNET INDUSTRIEL";;="ROUTE D'EPINEUIL";;="18360";="SAULZAIS LE POTIER";="02 48 63 06 71 ";;="01 juillet 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180005787";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="32";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180006009";="775 022 163 00460";="8810C";="ESAT ENTRE CHER ET LOIRE";;="18 GRANDE RUE";;="18300";="VEAUGUES";="02 48 79 26 12 ";="02 48 79 21 55";="30 novembre 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="180004954";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="180007692";="775 629 272 00433";="8810C";="ESAT ANAIS D'AUBIGNY SUR NERE";;="1 RUE ANDRE HOUSSEMAINE";;="18700";="AUBIGNY SUR NERE";="02 48 81 50 74 ";="02 48 58 59 40";="01 décembre 1998";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="34";="ARS / DG dotation globale";;;="750065591";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
